date,country,energy_demand,outlier_flag,demand_z,demand_lag1,demand_lag7,demand_roll,demand_anomaly,daily_count,temperature_mean,temperature_max,precipitation,windspeed_max,is_bank_holiday,is_weekend,Amount of collisions happen each day
01/01/2010,England,1992.5,0,0.903765739,1.033015432,0.891572371,0.70837325,0.195392489,1288.65,-0.070,3.204,0.780,18.648,1,0,190
01/01/2010,Scotland,2629.8,0,-0.528328527,-1.470148599,-2.39691201,-1.314958685,0.786630158,59,-0.272,1.751,2.825,22.738,1,0,3
01/01/2010,Wales,36990.9,0,2.094198199,1.991505693,1.599123329,1.664527339,0.429670861,65.1,1.646,4.545,0.267,17.194,1,0,8
02/01/2010,England,1689.3,0,-0.152528247,0.420211632,0.047442976,0.073073932,-0.225602178,1288.65,-1.504,1.034,0.000,16.032,0,1,441
02/01/2010,Scotland,1763.1,0,0.104577611,-0.907123488,0.307684271,-0.091561411,0.196139022,69,-2.831,-1.062,0.225,14.630,0,1,21
02/01/2010,Wales,3714.2,0,1.348389014,1.040160137,1.520242622,1.258716588,0.089672426,65.1,0.084,1.478,0.000,20.348,0,1,21
03/01/2010,England,2028.5,0,1.02918323,1.031621904,1.274792485,0.747939482,0.281243748,1288.65,-3.041,0.284,0.000,12.405,0,1,376
03/01/2010,Scotland,1960.6,0,0.792631906,0.665820886,0.663382213,0.162657854,0.629974051,78,-2.105,0.438,0.475,15.202,0,1,22
03/01/2010,Wales,3706.8,0,1.3355822,1.892159442,0.737469342,1.329623817,0.005958383,65.1,-2.310,0.995,0.000,13.130,0,1,32
04/01/2010,England,3541.4,0,1.049332586,0.465930259,0.934936579,0.97367843,0.075654156,1288.65,-1.283,0.834,4.680,15.752,0,0,323
04/01/2010,Scotland,20060.1,0,-1.706996131,-1.789280354,-1.515149287,-0.975822792,-0.731173339,84,-1.987,0.476,0.925,25.745,0,0,23
04/01/2010,Wales,25144.8,0,-0.565411988,-1.707198193,-0.583620038,-0.828054375,0.262642387,65.1,0.192,2.412,2.600,16.414,0,0,18
05/01/2010,England,1923.5,0,0.663382213,0.868927547,0.4034893,0.534480902,0.128901311,1288.65,-1.307,0.234,3.900,23.126,0,0,234
05/01/2010,Scotland,4755.3,1,3.150169383,2.87897643,3.33361835,2.639973578,0.510195805,60,-2.080,-0.074,0.125,23.159,0,0,18
05/01/2010,Wales,3086.8,0,0.26257881,-0.083551316,0.476487228,0.396456998,-0.133878188,65.1,-0.360,1.028,2.600,27.108,0,0,11
06/01/2010,England,3888.5,0,1.650041419,0.477871748,-0.602400374,0.689110019,0.9609314,1288.65,-5.432,-2.496,0.000,17.353,0,0,294
06/01/2010,Scotland,25729.4,0,-0.434161355,-0.581374903,-0.331019822,-0.688576924,0.254415569,73,-4.504,-2.337,0.050,10.392,0,0,21
06/01/2010,Wales,1807,0,0.257517275,0.368651108,0.603808904,1.09821262,-0.840695345,65.1,-3.276,-0.138,0.000,15.117,0,0,15
07/01/2010,England,3149.1,0,0.370398344,0.061996402,0.611824107,0.172238847,0.198159497,1288.65,-4.436,-1.506,0.300,17.861,0,0,281
07/01/2010,Scotland,28577.7,0,0.205320642,0.441014987,0.480012994,0.182320831,0.022999811,55,-4.730,-1.999,0.150,11.634,0,0,38
07/01/2010,Wales,26641.6,0,-0.229360078,-0.434161355,-0.340875968,-0.703311429,0.473951351,65.1,-4.056,-0.755,0.000,19.336,0,0,14
08/01/2010,England,39838.6,1,2.733545489,2.784801937,0.659601398,1.912550686,0.820994804,1288.65,-3.505,-1.336,0.000,21.607,0,0,205
08/01/2010,Scotland,36102.7,0,1.894785248,2.733545489,1.035437112,2.208828413,-0.314043165,82,-2.463,-0.587,1.075,11.298,0,0,13
08/01/2010,Wales,35131,0,1.676625413,1.894785248,1.137860202,2.331592432,-0.65496702,65.1,-3.243,-0.922,0.000,21.327,0,0,11
09/01/2010,England,39796,0,2.723981211,1.676625413,2.538443198,2.408558891,0.31542232,1288.65,0.211,1.414,1.680,22.692,0,1,312
09/01/2010,Scotland,39743.7,0,2.712239152,2.723981211,2.707816234,2.435064322,0.27717483,77,-0.325,2.163,0.025,23.544,0,1,21
09/01/2010,Wales,39813.9,0,2.728000004,2.712239152,2.523894719,2.435696167,0.292303837,65.1,-0.188,1.862,0.000,21.327,0,1,17
10/01/2010,England,39571.3,0,2.673533012,2.728000004,2.784801937,2.464854065,0.208678948,1288.65,0.492,0.993,2.720,15.806,0,1,435
10/01/2010,Scotland,37830.4,0,2.28267734,2.673533012,2.733545489,2.448958504,-0.166281164,72,2.327,3.051,0.250,24.415,0,1,28
10/01/2010,Wales,33774.4,0,1.372050305,2.28267734,1.894785248,2.384548769,-1.012498463,65.1,0.723,1.345,0.667,16.805,0,1,22
11/01/2010,England,31917.1,0,0.955061254,1.372050305,1.676625413,2.309872348,-1.354811094,1288.65,0.149,1.244,0.500,23.847,0,0,299
11/01/2010,Scotland,36838.5,0,2.059982332,0.955061254,2.723981211,2.206791754,-0.146809423,65,2.675,3.213,0.800,25.204,0,0,34
11/01/2010,Wales,37009,0,2.098261895,2.059982332,2.712239152,2.111934771,-0.013672876,65.1,0.808,1.828,3.533,34.248,0,0,11
12/01/2010,England,37796.9,0,2.275156136,2.098261895,2.728000004,2.024223735,0.250932401,1288.65,-0.056,0.584,3.360,20.041,0,0,160
12/01/2010,Scotland,37563.2,0,2.222687315,2.275156136,2.673533012,1.959531754,0.263155561,55,2.066,2.738,1.075,23.125,0,0,14
12/01/2010,Wales,36599,0,2.006211332,2.222687315,2.28267734,1.895125225,0.111086107,65.1,0.751,1.312,6.467,23.433,0,0,10
13/01/2010,England,33071.3,0,1.214194815,2.006211332,1.372050305,1.855630081,-0.641435266,1288.65,0.595,2.284,0.560,8.796,0,0,250
13/01/2010,Scotland,32153.2,0,1.008068908,1.214194815,0.955061254,1.833079297,-0.825010389,58,1.118,2.801,1.875,16.222,0,0,17
13/01/2010,Wales,37527,0,2.214559924,1.008068908,2.059982332,1.840651819,0.373908105,65.1,1.166,3.128,0.000,10.435,0,0,10
14/01/2010,England,38445.8,0,2.420842991,2.214559924,2.098261895,1.862734332,0.558108659,1288.65,3.526,6.664,2.340,25.542,0,0,189
14/01/2010,Scotland,38138.9,0,2.351939776,2.420842991,2.275156136,1.908817346,0.443122431,55,4.122,6.951,0.625,28.849,0,0,24
14/01/2010,Wales,37171.4,0,2.134722899,2.351939776,2.222687315,1.919786437,0.214936461,65.1,5.948,9.178,4.767,33.154,0,0,3
15/01/2010,England,36395,0,1.960410564,2.134722899,2.006211332,1.907220092,0.053190472,1288.65,5.141,7.364,8.140,31.446,0,0,241
15/01/2010,Scotland,33831.1,0,1.384780225,1.960410564,1.214194815,1.900677125,-0.5158969,52,4.675,6.576,11.575,37.653,0,0,15
15/01/2010,Wales,33571.8,0,1.326563856,1.384780225,1.008068908,1.925046469,-0.598482613,65.1,7.360,9.578,20.367,38.510,0,0,7
16/01/2010,England,37677.5,0,2.248349216,1.326563856,2.214559924,1.970545748,0.277803468,1288.65,4.555,7.394,0.600,19.119,0,1,187
16/01/2010,Scotland,37534.6,0,2.216266227,2.248349216,2.420842991,1.975372789,0.240893437,64,3.975,5.776,1.425,21.189,0,1,24
16/01/2010,Wales,38051.8,0,2.332384645,2.216266227,2.351939776,1.946147538,0.386237107,65.1,6.398,8.395,0.167,18.565,0,1,9
17/01/2010,England,37020.4,0,2.10082135,2.332384645,2.134722899,1.943353947,0.157467402,1288.65,5.038,8.214,0.040,15.612,0,1,205
17/01/2010,Scotland,35548.5,0,1.770359828,2.10082135,1.960410564,1.938510869,-0.168151041,64,5.020,6.838,2.775,23.330,0,1,13
17/01/2010,Wales,32531.4,0,1.092979939,1.770359828,1.384780225,1.911360764,-0.818380824,65.1,6.933,8.645,0.100,15.374,0,1,8
18/01/2010,England,32230.4,0,1.025401355,1.092979939,1.326563856,1.869675009,-0.844273653,1288.65,4.270,6.094,0.000,23.358,0,0,250
18/01/2010,Scotland,37330.1,0,2.170353202,1.025401355,2.248349216,1.826651794,0.343701408,66,1.553,3.863,0.025,23.062,0,0,26
18/01/2010,Wales,37766.6,0,2.268353375,2.170353202,2.216266227,1.815509507,0.452843868,65.1,5.162,6.862,0.367,30.323,0,0,11
19/01/2010,England,38112.1,0,2.345922813,2.268353375,2.332384645,1.822950528,0.522972285,1288.65,2.623,4.074,4.440,22.841,0,0,240
19/01/2010,Scotland,38497.8,0,2.432517696,2.345922813,2.10082135,1.824884552,0.607633145,81,2.685,3.326,1.325,24.318,0,0,22
19/01/2010,Wales,37825.5,0,2.281577224,2.432517696,1.770359828,1.872269744,0.40930748,65.1,3.240,4.612,8.200,29.268,0,0,8
20/01/2010,England,33939.4,0,1.409095044,2.281577224,1.092979939,1.945300801,-0.536205756,1288.65,2.370,4.864,0.140,22.447,0,0,243
20/01/2010,Scotland,32798.9,0,1.153037319,1.409095044,1.025401355,1.990460101,-0.837422782,59,2.363,3.788,1.125,26.037,0,0,20
20/01/2010,Wales,37083.5,0,2.114988156,1.153037319,2.170353202,2.00869381,0.106294345,65.1,4.539,8.195,2.233,27.802,0,0,10
21/01/2010,England,37042.2,0,2.105715746,2.114988156,2.268353375,2.000784518,0.104931227,1288.65,6.525,7.574,12.200,24.058,0,0,276
21/01/2010,Scotland,37185.8,0,2.137955894,2.105715746,2.345922813,1.977550571,0.160405323,64,4.655,6.526,6.975,26.079,0,0,21
21/01/2010,Wales,37638.6,0,2.239615638,2.137955894,2.432517696,1.947841011,0.291774627,65.1,7.702,9.312,10.633,27.601,0,0,9
22/01/2010,England,36413.7,0,1.964608968,2.239615638,2.281577224,1.920283574,0.044325393,1288.65,3.978,5.604,0.180,12.584,0,0,269
22/01/2010,Scotland,33175.4,0,1.237566678,1.964608968,1.409095044,1.875002395,-0.637435717,71,2.535,4.338,4.150,13.048,0,0,19
22/01/2010,Wales,32376.6,0,1.058225239,1.237566678,1.153037319,1.850498343,-0.792273104,65.1,3.900,6.162,0.000,10.628,0,0,9
23/01/2010,England,37243.4,0,2.150887876,1.058225239,2.114988156,1.83695376,0.313934116,1288.65,3.396,5.524,0.740,11.976,0,1,197
23/01/2010,Scotland,37636.8,0,2.239211514,2.150887876,2.105715746,1.842082291,0.397129222,89,2.538,4.101,3.250,15.978,0,1,11
23/01/2010,Wales,36743.9,0,2.038743348,2.239211514,2.137955894,1.861153115,0.177590233,65.1,3.524,5.112,0.067,17.610,0,1,14
24/01/2010,England,36094.8,0,1.89301159,2.038743348,2.239615638,1.846979894,0.046031696,1288.65,2.178,3.743,0.540,16.864,0,1,164
24/01/2010,Scotland,35099.1,0,1.66946343,1.89301159,1.964608968,1.79746503,-0.1280016,76,1.264,2.826,0.000,13.170,0,1,10
24/01/2010,Wales,31780.6,0,0.924415152,1.66946343,1.237566678,1.755301382,-0.83088623,65.1,2.761,4.828,0.000,16.031,0,1,7
25/01/2010,England,31070,0,0.76487581,0.924415152,1.058225239,1.71056545,-0.94568964,1288.65,0.324,2.524,0.000,12.390,0,0,207
25/01/2010,Scotland,35564.6,0,1.773974496,0.76487581,2.150887876,1.668658388,0.105316108,96,2.334,5.101,0.600,19.180,0,0,12
25/01/2010,Wales,35922.9,0,1.854417708,1.773974496,2.239211514,1.61481362,0.239604088,65.1,0.823,3.578,0.000,11.674,0,0,10
26/01/2010,England,35975.8,0,1.866294476,1.854417708,2.038743348,1.559843076,0.306451399,1288.65,2.993,6.864,0.000,24.328,0,0,235
26/01/2010,Scotland,35970.9,0,1.865194359,1.866294476,1.89301159,1.535207523,0.329986836,69,6.156,8.251,0.275,28.117,0,0,10
26/01/2010,Wales,35310.6,0,1.71694805,1.865194359,1.66946343,1.531233633,0.185714417,65.1,3.417,7.578,0.167,23.654,0,0,10
27/01/2010,England,31553.7,0,0.873473023,1.71694805,0.924415152,1.53801715,-0.664544127,1288.65,4.348,6.024,0.760,22.388,0,0,260
27/01/2010,Scotland,31186,0,0.790919384,0.873473023,0.76487581,1.530739703,-0.739820319,71,3.150,4.638,2.900,20.461,0,0,19
27/01/2010,Wales,36074.9,0,1.88854377,0.790919384,1.773974496,1.534460214,0.354083557,65.1,5.544,6.995,1.267,23.940,0,0,9
28/01/2010,England,36225.6,0,1.922377965,1.88854377,1.854417708,1.550827253,0.371550712,1288.65,2.721,4.934,3.420,25.630,0,0,262
28/01/2010,Scotland,36085.3,0,1.890878712,1.922377965,1.866294476,1.560535861,0.33034285,64,0.612,3.038,1.375,24.500,0,0,19
28/01/2010,Wales,36228.4,0,1.923006603,1.890878712,1.865194359,1.564047895,0.358958708,65.1,4.608,7.028,5.233,28.464,0,0,13
29/01/2010,England,35223.8,0,1.697460272,1.923006603,1.71694805,1.572306787,0.125153485,1288.65,-0.766,2.464,0.100,17.575,0,0,310
29/01/2010,Scotland,31061.8,0,0.763034799,1.697460272,0.873473023,1.569522819,-0.80648802,80,-0.404,2.051,0.050,18.065,0,0,38
29/01/2010,Wales,29098.8,0,0.322314663,0.763034799,0.790919384,1.553745929,-1.231431266,65.1,1.155,3.712,0.200,19.243,0,0,14
30/01/2010,England,33513.5,0,1.313474715,0.322314663,1.88854377,1.486802398,-0.173327682,1288.65,-0.591,3.504,0.060,15.068,0,1,339
30/01/2010,Scotland,34122.8,0,1.450270833,1.313474715,1.922377965,1.404649676,0.045621157,109,0.184,2.826,0.325,20.386,0,1,24
30/01/2010,Wales,33455.6,0,1.30047538,1.450270833,1.890878712,1.3372058,-0.03673042,65.1,1.034,3.628,0.867,15.668,0,1,21
31/01/2010,England,32596.9,0,1.107685578,1.30047538,1.923006603,1.252862466,-0.145176888,1288.65,0.864,4.374,0.040,19.542,0,1,214
31/01/2010,Scotland,32205.9,0,1.019900773,1.107685578,1.697460272,1.136388034,-0.116487261,87,1.246,3.688,1.575,21.835,0,1,22
31/01/2010,Wales,29147.6,0,0.333270925,1.019900773,0.763034799,1.03959382,-0.706322895,65.1,3.063,5.478,0.400,17.775,0,1,13
01/02/2010,England,28069,0,0.09111059,0.333270925,0.322314663,0.978198981,-0.887088391,1382.98,4.571,7.193,5.060,26.986,0,0,177
01/02/2010,Scotland,32239.4,0,1.027421977,0.09111059,1.313474715,0.945169828,0.08225215,66,1.768,3.938,2.600,21.132,0,0,21
01/02/2010,Wales,33746.2,0,1.365719023,1.027421977,1.450270833,0.904305151,0.461413872,86.64,6.470,8.195,7.967,28.636,0,0,9
02/02/2010,England,33126,0,1.226475707,1.365719023,1.30047538,0.892226321,0.334249387,1382.98,2.028,5.544,3.160,17.357,0,0,276
02/02/2010,Scotland,32931.8,0,1.182875172,1.226475707,1.107685578,0.881654939,0.301220233,65,-0.440,2.076,1.325,17.695,0,0,28
02/02/2010,Wales,31537.8,0,0.869903257,1.182875172,1.019900773,0.89239631,-0.022493052,86.64,5.346,7.828,6.700,18.565,0,0,11
03/02/2010,England,28413.5,0,0.168455514,0.869903257,0.333270925,0.870968093,-0.702512579,1382.98,5.392,7.624,0.580,21.517,0,0,354
03/02/2010,Scotland,27583.1,0,-0.017980553,0.168455514,0.09111059,0.847423035,-0.865403588,61,2.970,5.438,1.075,19.594,0,0,25
03/02/2010,Wales,32890.1,0,1.173512957,-0.017980553,1.027421977,0.831838586,0.341674371,86.64,6.794,8.778,1.767,27.323,0,0,16
04/02/2010,England,32984.3,0,1.194662135,1.173512957,1.365719023,0.852708725,0.341953409,1382.98,5.304,8.714,3.340,19.215,0,0,219
04/02/2010,Scotland,33624.2,0,1.338328367,1.194662135,1.226475707,0.828272027,0.51005634,63,4.468,5.613,3.600,19.076,0,0,24
04/02/2010,Wales,33035.5,0,1.206157229,1.338328367,1.182875172,0.844250979,0.361906251,86.64,6.592,8.995,4.333,22.085,0,0,14
05/02/2010,England,29517.8,0,0.416385849,1.206157229,0.869903257,0.847576987,-0.431191138,1382.98,3.888,6.964,0.020,14.731,0,0,168
05/02/2010,Scotland,28279.2,0,0.138303342,0.416385849,0.168455514,0.782788785,-0.644485443,74,4.924,6.313,2.400,14.837,0,0,14
05/02/2010,Wales,26419.9,0,-0.279134736,0.138303342,-0.017980553,0.778481332,-1.057616069,86.64,5.578,7.978,0.600,17.080,0,0,11
06/02/2010,England,26835.1,0,-0.185916702,-0.279134736,1.173512957,0.741173592,-0.927090294,1382.98,3.324,5.014,0.000,11.821,0,1,301
06/02/2010,Scotland,30115.5,0,0.550577609,-0.185916702,1.194662135,0.546969355,0.003608254,81,3.848,5.251,0.350,12.161,0,1,18
06/02/2010,Wales,31754.9,0,0.918645153,0.550577609,1.338328367,0.45495728,0.463687874,86.64,3.240,4.628,0.000,12.940,0,1,14
07/02/2010,England,31164.3,0,0.78604744,0.918645153,1.206157229,0.395002535,0.391044905,1382.98,1.475,3.074,0.300,24.631,0,1,343
07/02/2010,Scotland,30211.5,0,0.572130911,0.78604744,0.416385849,0.33498685,0.237144061,75,2.121,3.838,0.600,19.832,0,1,32
07/02/2010,Wales,26503.8,0,-0.260298048,0.572130911,0.138303342,0.357236145,-0.617534193,86.64,2.287,3.828,0.000,22.565,0,1,24
08/02/2010,England,25634.5,0,-0.455467693,-0.260298048,-0.279134736,0.300293089,-0.755760783,1382.98,1.774,4.634,0.080,22.657,0,0,212
08/02/2010,Scotland,30442.6,0,0.624015997,-0.455467693,-0.185916702,0.275102667,0.34891333,74,1.113,4.038,0.400,17.336,0,0,12
08/02/2010,Wales,30766.8,0,0.696803296,0.624015997,0.550577609,0.390807338,0.305995958,86.64,2.474,5.412,0.033,23.307,0,0,15
09/02/2010,England,31354.2,0,0.828682566,0.696803296,0.918645153,0.411696722,0.416985844,1382.98,0.434,2.754,0.080,21.628,0,0,283
09/02/2010,Scotland,31521.7,0,0.866288589,0.828682566,0.78604744,0.398844924,0.467443665,93,1.068,3.701,0.225,15.259,0,0,18
09/02/2010,Wales,30606.9,0,0.660903576,0.866288589,0.572130911,0.410307945,0.250595631,86.64,1.069,4.262,0.000,17.883,0,0,21
10/02/2010,England,26852.9,0,-0.181920361,0.660903576,-0.260298048,0.422989755,-0.604910116,1382.98,-0.057,3.364,0.000,20.193,0,0,316
10/02/2010,Scotland,25848.7,0,-0.407376887,-0.181920361,-0.455467693,0.434186567,-0.841563454,105,1.667,5.113,0.225,14.358,0,0,26
10/02/2010,Wales,30660.2,0,0.672870149,-0.407376887,0.624015997,0.441056682,0.231813467,86.64,0.514,3.828,0.000,20.520,0,0,18
11/02/2010,England,30484.1,0,0.63333331,0.672870149,0.696803296,0.448035847,0.185297463,1382.98,1.778,4.944,0.320,19.903,0,0,309
11/02/2010,Scotland,31064.6,0,0.763663437,0.63333331,0.828682566,0.438968706,0.324694731,91,1.986,4.901,0.000,12.573,0,0,26
11/02/2010,Wales,31107.1,0,0.773205263,0.763663437,0.866288589,0.429680259,0.343525004,86.64,1.974,5.712,0.000,18.213,0,0,16
12/02/2010,England,30206.3,0,0.570963441,0.773205263,0.660903576,0.416382641,0.154580799,1382.98,1.740,4.214,0.160,18.443,0,0,154
12/02/2010,Scotland,26333.4,0,-0.29855516,0.570963441,-0.181920361,0.40353405,-0.70208921,111,1.970,5.076,0.400,11.271,0,0,12
12/02/2010,Wales,25638,0,-0.454681896,-0.29855516,-0.407376887,0.386871936,-0.841553832,86.64,2.084,4.345,0.000,17.908,0,0,10
13/02/2010,England,29836.5,0,0.487938323,-0.454681896,0.672870149,0.380114078,0.107824245,1382.98,1.646,5.033,0.180,13.950,0,1,223
13/02/2010,Scotland,29890.2,0,0.499994702,0.487938323,0.63333331,0.353695245,0.146299456,118,3.268,5.763,0.800,11.246,0,1,19
13/02/2010,Wales,29534.6,0,0.420157676,0.499994702,0.763663437,0.334646873,0.085510804,86.64,2.609,6.128,0.300,13.710,0,1,6
14/02/2010,England,30268.2,0,0.584860831,0.420157676,0.773205263,0.285574621,0.299286209,1382.98,2.349,5.084,2.760,16.099,0,1,181
14/02/2010,Scotland,29211.4,0,0.347594891,0.584860831,0.570963441,0.258668274,0.088926617,107,3.126,5.163,2.525,19.010,0,1,13
14/02/2010,Wales,26114.3,0,-0.347746083,0.347594891,-0.29855516,0.226758481,-0.574504564,86.64,4.428,6.662,2.967,17.529,0,1,9
15/02/2010,England,25390.5,0,-0.510249004,-0.347746083,-0.454681896,0.219731206,-0.72998021,1382.98,2.288,5.144,4.760,15.955,0,0,255
15/02/2010,Scotland,26261.4,0,-0.314720137,-0.510249004,0.487938323,0.211793048,-0.526513185,86,0.599,2.726,5.250,16.420,0,0,19
15/02/2010,Wales,30780.4,0,0.69985668,-0.314720137,0.499994702,0.097127554,0.602729127,86.64,3.537,5.612,4.900,16.757,0,0,15
16/02/2010,England,31207.9,0,0.795836231,0.69985668,0.420157676,0.125679265,0.670156966,1382.98,0.327,4.144,2.800,11.924,0,0,273
16/02/2010,Scotland,30848,0,0.715033798,0.795836231,0.584860831,0.17934763,0.535686168,77,0.446,3.051,0.925,10.773,0,0,17
16/02/2010,Wales,30050.1,0,0.535894421,0.715033798,0.347594891,0.197943768,0.337950653,86.64,1.182,4.412,3.300,15.799,0,0,14
17/02/2010,England,27103.8,0,-0.125589907,0.535894421,-0.347746083,0.224843701,-0.350433608,1382.98,1.074,4.044,5.040,15.375,0,0,275
17/02/2010,Scotland,26554.6,0,-0.248892759,-0.125589907,-0.510249004,0.256580298,-0.505473056,70,-0.990,2.526,0.025,7.498,0,0,28
17/02/2010,Wales,30766.7,0,0.696780845,-0.248892759,-0.314720137,0.293916904,0.402863941,86.64,1.832,3.512,3.300,15.499,0,0,13
18/02/2010,England,31307.6,0,0.818220234,0.696780845,0.69985668,0.438417044,0.37980319,1382.98,0.551,4.124,0.620,15.831,0,0,247
18/02/2010,Scotland,31415.8,0,0.842512602,0.818220234,0.795836231,0.455326123,0.387186479,82,-1.374,1.688,0.625,9.273,0,0,25
18/02/2010,Wales,30815.9,0,0.707826912,0.842512602,0.715033798,0.461994176,0.245832736,86.64,1.601,4.578,0.867,14.821,0,0,8
19/02/2010,England,30009.9,0,0.526868976,0.707826912,0.535894421,0.460964621,0.065904354,1382.98,-0.823,4.004,0.180,10.539,0,0,289
19/02/2010,Scotland,26215.7,0,-0.324980407,0.526868976,-0.125589907,0.459675272,-0.784655679,114,-1.070,2.888,0.000,10.383,0,0,25
19/02/2010,Wales,25406.4,0,-0.506679238,-0.324980407,-0.248892759,0.431190915,-0.937870153,86.64,1.261,4.645,0.633,10.713,0,0,20
20/02/2010,England,29557.6,0,0.425321489,-0.506679238,0.696780845,0.394364275,0.030957214,1382.98,0.361,4.484,4.280,15.347,0,1,267
20/02/2010,Scotland,29832,0,0.486928012,0.425321489,0.818220234,0.355584367,0.131343645,97,-0.678,2.926,0.000,9.894,0,1,25
20/02/2010,Wales,29686.5,0,0.454261288,0.486928012,0.842512602,0.308256906,0.146004381,86.64,2.561,5.278,4.600,15.398,0,1,15
21/02/2010,England,29791,0,0.477722956,0.454261288,0.707826912,0.252792433,0.224930523,1382.98,0.482,3.984,2.860,26.216,0,1,205
21/02/2010,Scotland,29060.2,0,0.313648439,0.477722956,0.526868976,0.219920439,0.093728,106,-1.206,2.438,0.000,11.576,0,1,14
21/02/2010,Wales,25197,0,-0.55369238,0.313648439,-0.324980407,0.189460363,-0.743152742,86.64,2.382,5.478,0.000,24.783,0,1,14
22/02/2010,England,24318.6,0,-0.750905098,-0.55369238,-0.506679238,0.156787224,-0.907692322,1382.98,1.056,3.604,1.820,23.191,0,0,268
22/02/2010,Scotland,28882.1,0,0.273662573,-0.750905098,0.425321489,0.121897815,0.151764758,94,-0.983,2.451,0.000,12.983,0,0,22
22/02/2010,Wales,28768.7,0,0.248202734,0.273662573,0.486928012,0.100232256,0.147970479,86.64,1.621,3.912,4.533,27.119,0,0,4
23/02/2010,England,28907,0,0.279252961,0.248202734,0.454261288,0.066128645,0.213124316,1382.98,5.004,9.134,2.500,18.135,0,0,240
23/02/2010,Scotland,28732.2,0,0.240007989,0.279252961,0.477722956,0.041127455,0.198880534,95,0.993,2.238,11.950,27.514,0,0,32
23/02/2010,Wales,27798.4,0,0.030357218,0.240007989,0.313648439,0.007168174,0.023189044,86.64,6.392,9.878,1.267,16.922,0,0,18
24/02/2010,England,25088.6,0,-0.57802965,0.030357218,-0.55369238,-0.033302,-0.54472765,1382.98,5.041,7.824,2.680,18.599,0,0,268
24/02/2010,Scotland,23010.3,0,-1.0446362,-0.57802965,-0.750905098,-0.036778753,-1.007857447,65,2.518,3.426,21.750,24.003,0,0,32
24/02/2010,Wales,24161,0,-0.786288437,-1.0446362,0.273662573,-0.078740339,-0.707548097,86.64,5.287,7.645,1.100,15.559,0,0,12
25/02/2010,England,28591,0,0.208306673,-0.786288437,0.248202734,-0.230161912,0.438468585,1382.98,4.272,5.784,8.800,31.975,0,0,253
25/02/2010,Scotland,28153.4,0,0.110059535,0.208306673,0.279252961,-0.23586135,0.345920885,67,2.383,3.276,10.725,28.957,0,0,34
25/02/2010,Wales,28079.1,0,0.093378177,0.110059535,0.240007989,-0.260031839,0.353410016,86.64,4.766,6.578,1.100,32.265,0,0,12
26/02/2010,England,27883.8,0,0.049530677,0.093378177,0.030357218,-0.280978955,0.330509632,1382.98,4.074,7.693,3.300,16.222,0,0,310
26/02/2010,Scotland,25119.4,0,-0.571114632,0.049530677,-0.57802965,-0.278239889,-0.292874743,65,2.239,3.363,2.225,23.989,0,0,14
26/02/2010,Wales,24398,0,-0.733078721,-0.571114632,-1.0446362,-0.27725203,-0.455826691,86.64,5.142,8.445,4.233,13.251,0,0,13
27/02/2010,England,28624.2,0,0.215760523,-0.733078721,-0.786288437,-0.232743818,0.448504342,1382.98,3.822,5.604,3.660,22.489,0,1,225
27/02/2010,Scotland,29297.6,0,0.366947961,0.215760523,0.208306673,-0.089593967,0.456541927,78,1.262,3.101,0.950,22.440,0,1,12
27/02/2010,Wales,29178.9,0,0.3402982,0.366947961,0.110059535,-0.066930926,0.407229126,86.64,4.554,6.362,0.600,22.117,0,1,13
28/02/2010,England,29006.2,0,0.301524707,0.3402982,0.093378177,-0.034039688,0.335564395,1382.98,2.845,7.454,0.260,13.278,0,1,166
28/02/2010,Scotland,28339.6,0,0.151863962,0.301524707,0.049530677,-0.004304469,0.156168431,67,-0.746,3.288,0.000,13.968,0,1,18
28/02/2010,Wales,24577.8,0,-0.692711181,0.151863962,-0.571114632,0.010314571,-0.703025753,86.64,3.783,8.128,0.000,11.375,0,1,10
01/03/2010,England,24320.6,0,-0.750456071,-0.692711181,-0.733078721,-0.007056364,-0.743399707,1493.52,2.624,7.524,0.000,11.691,0,0,169
01/03/2010,Scotland,28552.1,0,0.199573095,-0.750456071,0.215760523,-0.009538843,0.209111938,93,-0.443,4.476,0.000,13.340,0,0,19
01/03/2010,Wales,28559,0,0.201122239,0.199573095,0.366947961,-0.011851333,0.212973571,208.06,3.129,8.078,0.000,14.741,0,0,6
02/03/2010,England,28599.5,0,0.210215038,0.201122239,0.3402982,-0.035540721,0.24575576,1493.52,2.253,5.564,0.000,18.409,0,0,300
02/03/2010,Scotland,28602.6,0,0.21091103,0.210215038,0.301524707,-0.05412403,0.265035061,82,-0.258,3.626,0.000,7.465,0,0,22
02/03/2010,Wales,28291.9,0,0.141154665,0.21091103,0.151863962,-0.067068841,0.208223506,208.06,3.896,6.095,0.000,22.060,0,0,7
03/03/2010,England,24220.4,0,-0.772952331,0.141154665,-0.692711181,-0.068598741,-0.70435359,1493.52,2.437,6.593,0.000,17.741,0,0,219
03/03/2010,Scotland,23587.3,0,-0.915091871,-0.772952331,-0.750456071,-0.080061762,-0.835030109,98,0.511,4.638,0.075,12.126,0,0,30
03/03/2010,Wales,28457.4,0,0.17831166,-0.915091871,0.199573095,-0.103581162,0.281892822,208.06,3.110,7.145,0.000,22.848,0,0,10
